Taimekaitsevahendi ID,Kasutusala,Kahjustaja,Kulunorm 1,Kulunorm 2,Ühik,Lahuse kontsentratsioon 1,Lahuse kontsentratsioon 2,Kasutamise koht,Piirangud,Töötlemise aeg,Tööoode,Ooteaeg,Töötlemiskordi kasvuperioodil,Töötlemiste intervall
47,Metsataimlate kesaosakond,Lühiealised ja mitmeaastased umbrohud(TTTTT),2.000,4.000,l/ha,,,Avamaa,"Ilma taimekaitsetunnistuseta kasutajal on lubatud pritsida kuni 100 m2 või 0,5h päevas.;Keelatud kasutada koolialadel, laste mänguväljakutel ning tervishoiuasutuste vahetus läheduses.;Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.",,,,1,
555,Õunad,,0.500,1.500,kg/ha,,,Avamaa,Mitte ületada kasvuhooajal maksimaalset kogust 3 kg/ha,,,,2,
555,Pirnid,,0.500,1.500,kg/ha,,,Avamaa,,,,,2,
431,Talinisu,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Talirukis,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Tritikale,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Talioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Suvinisu,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Kaer,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
431,Suvioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Suvioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Talinisu,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Talirukis,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Tritikale,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Talioder,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Suvinisu,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00787,Kaer,Kaheidulehelised umbrohud(TTTDD);Roomav madar(GALAP),0.060,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
528,Kartul,Kartuli-lehemädanik/tomati-lehemädanik(PHYTIN),0.300,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,8,7-10
528,Sibul,Ebajahukasted(1PEROG);Sibula hahkhallitus(BOTRAL),,0.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,1,
530,Sibul,Ebajahukasted(1PEROG);Sibula hahkhallitus(BOTRAL),,0.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,1,
530,Kartul,Kartuli-lehemädanik/tomati-lehemädanik(PHYTIN),0.300,0.400,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,8,7-10
00882,Talioder,Kõrreliste võrklaiksus(PYRNTE);Kõrreliste jahukaste(ERYSGR);Roosted(1PUCCG),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00882,Suviraps,,0.500,0.800,l/ha,,,Avamaa,,,,56,1,
00882,Taliraps,,0.500,0.800,l/ha,,,Avamaa,,,,56,1,
00882,Suvinisu,Helelaiksus(1SEPTG);Kõrreliste jahukaste(ERYSGR);Pruunrooste (PUCCRE),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00882,Suviraps,Kuivlaiksus(1ALTEG);Valgemädanik(1SCLEG),0.700,0.800,l/ha,,,Avamaa,,,,56,1,
00882,Taliraps,Valgemädanik(1SCLEG);Kuivlaiksus(1ALTEG),0.700,0.800,l/ha,,,Avamaa,,,,56,1,
00882,Suvioder,Kõrreliste võrklaiksus(PYRNTE);Roosted(1PUCCG);Kõrreliste jahukaste(ERYSGR),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00882,Talinisu,Fusarioosid(1FUSAG);Roosted(1PUCCG);Kõrreliste jahukaste(ERYSGR);Helelaiksus(1SEPTG),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00882,Talirukis,Helelaiksus(1SEPTG);Kõrreliste jahukaste(ERYSGR);Roosted(1PUCCG),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00882,Talitritikale,Roosted(1PUCCG);Kõrreliste jahukaste(ERYSGR);Helelaiksus(1SEPTG),0.700,1.000,l/ha,,,Avamaa,,,,35,1,
00881,Suviraps,Ristõieliste mustmädanik(LEPTMA);Ristõieliste kuivlaiksus(ALTEBA);Valgemädanik(1SCLEG),,0.500,kg/ha,,,Avamaa,,,,,1,
00881,Taliraps,Valgemädanik(1SCLEG);Ristõieliste kuivlaiksus(ALTEBA);Ristõieliste mustmädanik(LEPTMA),,0.500,kg/ha,,,Avamaa,,,,,1,
00828,Suvioder,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Odra-leherooste(PUCCHD),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Suvinisu,Pruunrooste (PUCCRE);Äärislaiksus(1RHYNG);Kollane rooste(PUCCST),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Suvinisu,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talirukis,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talitritikale,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Kaer,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Suvioder,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Suvitritikale,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talitritikale,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Suvitritikale,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talirukis,Äärislaiksus(1RHYNG);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talioder,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Odra-leherooste(PUCCHD),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talinisu,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talinisu,Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Talioder,Kollane rooste(PUCCST),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00828,Kaer,Kroonrooste(PUCCCO),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvitritikale,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talitritikale,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvioder,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Odra-leherooste(PUCCHD),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvinisu,Pruunrooste (PUCCRE);Äärislaiksus(1RHYNG);Kollane rooste(PUCCST),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvinisu,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talirukis,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talitritikale,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Kaer,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvioder,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Suvitritikale,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talirukis,Äärislaiksus(1RHYNG);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talioder,Äärislaiksus(1RHYNG);Kollane rooste(PUCCST);Odra-leherooste(PUCCHD),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talinisu,Kõrreliste jahukaste(ERYSGR),0.250,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talinisu,Kollane rooste(PUCCST);Pruunrooste (PUCCRE),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Talioder,Kollane rooste(PUCCST),0.750,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
461,Kaer,Kroonrooste(PUCCCO),,0.750,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,42,1-2,14
00936,Taliraps,Valgemädanik(1SCLEG),,0.800,l/ha,,,Avamaa,,,,,1,
00936,Suviraps,Valgemädanik(1SCLEG),,0.800,l/ha,,,Avamaa,,,,,1,
00936,Talirüps,Valgemädanik(1SCLEG),,0.800,l/ha,,,Avamaa,,,,,1,
00936,Suvirüps,Valgemädanik(1SCLEG),,0.800,l/ha,,,Avamaa,,,,,1,
00936,Sinep,Valgemädanik(1SCLEG),,0.800,l/ha,,,Avamaa,,,,,1,
00936,Baklažaan,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.200,l/ha,,,Kasvuhoone,,,6,1,2,7
00936,Tšilli,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.200,l/ha,,,Kasvuhoone,,,,1,2,7
00936,Kurk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.200,l/ha,,,Kasvuhoone,,,6,1,2,7
00936,Kornišon,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI),,1.200,l/ha,,,Kasvuhoone,,,,1,2,7
00936,Maasikas,Hahkhallitus(BOTRCI);Must täpphallik(RIZPST);Hallitus(1PENIG);Mucor piriformis(MUCOPI),,1.200,l/ha,,,Kasvuhoone,,,3,1,2,7
00936,Murulauk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Till,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Basiilik,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Sidrunmeliss,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Estragon,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Aed-harakputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Murulauk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Salat,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Lehtpeet,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Köömen,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Koriander,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Harilik iisop,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Viinamari,Hahkhallitus(BOTRCI),,1.500,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,7,21,2,21
00936,Spinat,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Seller,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Hapu oblikas,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Petersell,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Aed-liivatee (tüümian),Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Mesiputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Estragon,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Basiilik,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Aedsalvei,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Rosmariin,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Till,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Harilik loorberipuu,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Harilik portulak,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Söödavad lilled,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Piparmünt,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Aedmajoraan,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Aed-piparrohi,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Kikkaputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Harilik leeskputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Maasikas,Hahkhallitus(BOTRCI);Must täpphallik(RIZPST);Hallitus(1PENIG);Mucor piriformis(MUCOPI),,1.200,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,1,1,2,7
00936,Maitsetaimed,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 3 m pinnaveekogudest.,,,21,2,14
00936,Aed-piparrohi,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Harilik loorberipuu,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Köömen,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Seller,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Aed-harakputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Kikkaputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Harilik portulak,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Aedsalvei,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Hapu oblikas,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.200,l/ha,,,Kasvuhoone,,,,1,2,10
00936,Koriander,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Söödavad lilled,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Aed-liivatee (tüümian),Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Maitsetaimed,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Harilik iisop,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Sidrunmeliss,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Salat,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
00936,Harilik leeskputk,Sclerotinia minor(SCLEMI);Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,1.000,l/ha,,,Kasvuhoone,,,,21,2,10
