Taimekaitsevahendi ID,Kasutusala,Kahjustaja,Kulunorm 1,Kulunorm 2,Ühik,Lahuse kontsentratsioon 1,Lahuse kontsentratsioon 2,Kasutamise koht,Piirangud,Töötlemise aeg,Tööoode,Ooteaeg,Töötlemiskordi kasvuperioodil,Töötlemiste intervall
00764,Suviraps,Ristõieliste mustmädanik(LEPTMA);Ristõieliste kuivlaiksus(ALTEBA);Valgemädanik(1SCLEG),0.500,,kg/ha,,,Avamaa,,,,,1,
00764,Taliraps,Valgemädanik(1SCLEG);Ristõieliste kuivlaiksus(ALTEBA);Ristõieliste mustmädanik(LEPTMA),,0.500,kg/ha,,,Avamaa,,,,,1,
00780,Suviraps,Ristõieliste mustmädanik(LEPTMA);Ristõieliste kuivlaiksus(ALTEBA);Valgemädanik(1SCLEG),0.500,,kg/ha,,,Avamaa,,,,,1,
00780,Taliraps,Valgemädanik(1SCLEG);Ristõieliste kuivlaiksus(ALTEBA);Ristõieliste mustmädanik(LEPTMA),,0.500,kg/ha,,,Avamaa,,,,,1,
00775,Puukool,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),2.000,3.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Sibul,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN);Roomav madar(GALAP),,2.500,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1-2,
00775,Pastinaak,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN);Roomav madar(GALAP),,2.500,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1-2,
00775,Põlduba,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,3.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittepritsitav puhvertsoon mittepõllumajanduslikust maast 10 m.,,,,1,
00775,Hernes,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,3.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Kartul,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),2.500,3.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Lehtpetersell,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,2.500,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1,
00775,Till,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),2.000,3.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Juurseller,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,2.500,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1-2,
00775,Seller,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,2.500,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Köömen,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,2.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Päevalill,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),2.500,3.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1,
00775,Porgand,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,2.500,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest;Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.,,,,1-2,
00775,Küüslauk,Roomav madar(GALAP);Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,2.500,l/ha,,,Avamaa,Mittepritsitav puhvertsoon 10 m põllumajanduses mittekasutatavast maast.;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,1-2,
613,Viinamari,Haiguste kompleks(ZZYYFF),,0.400,l/ha,,,Avamaa,,,,14,3,14
613,Kaer,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Suvioder,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Talioder,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Suvinisu,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Tritikale,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Talinisu,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
613,Talirukis,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Viinamari,Haiguste kompleks(ZZYYFF),,0.400,l/ha,,,Avamaa,,,,14,3,14
402,Kaer,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Suvioder,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Talioder,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Suvinisu,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Tritikale,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Talinisu,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
402,Talirukis,Haiguste kompleks(ZZYYFF),0.200,1.000,l/ha,,,Avamaa,,,,35,1-2,21
00774,Taliraps,Haiguste kompleks(ZZYYFF),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,56,2,14-28
00774,Põlduba,Oa šokolaadilaiksus(BOTRFA);Põldoa rooste(UROMVF);Põldoa laikpõletik(ASCOFA),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,21
00774,Talitritikale,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Talinisu,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Suvinisu,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Talioder,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Suvioder,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Talirukis,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Kaer,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Suvitritikale,Haiguste kompleks(ZZYYFF),0.750,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,14-28
00774,Suviraps,Haiguste kompleks(ZZYYFF),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,56,2,14-28
00774,Talirüps,Haiguste kompleks(ZZYYFF),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,56,2,14-28
00774,Suvirüps,Haiguste kompleks(ZZYYFF),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,56,2,14-28
00774,Põldhernes,Valgemädanik(1SCLEG);Liblikõieliste jahukaste(ERYSPI );Herne rooste(UROMPS);Herne-laikpõletik(MYCOPI);Hahkhallitus(BOTRCI),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,35,2,21
00713,Puit,Kahjurite kompleks(1INSEC ),,5.000,g PH3/m3,,,Siseruumid,,,,,1,
00713,Turvas,Kahjurite kompleks(1INSEC ),,5.000,g PH3/m3,,,Siseruumid,,,,,1,
00713,Teravili,Kahjurite kompleks(1INSEC ),4.000,5.000,g PH3/t,,,Siseruumid,,,,,1,
00713,Teravili,Kahjurite kompleks(1INSEC ),4.000,5.000,g PH3/m3,,,Siseruumid,,,,,1,
00713,Hernes,Kahjurite kompleks(1INSEC ),4.000,5.000,g PH3/m3,,,Siseruumid,,,,,1,
00713,Hernes,Kahjurite kompleks(1INSEC ),4.000,5.000,g PH3/t,,,Siseruumid,,,,,1,
00753,Mais,Lühiealised  kaheidulehelised umbrohud(BBBAN),,0.750,l/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 20 meetrit (kui kulunorm on 0,5 l/ha) või 30 meetrit (kui kulunorm on 0,75 l/ha) pinnaveekogudest.",,,,1,
206,Harilik kuusk,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,"Taimekaitsevahendit on lubatud kasutada ühe kasvuperioodi jooksul maksimaalselt 3 l/ha (2,1 kg metamitrooni/ha)",,1,,3,
206,Söödapeet,Lühiealised umbrohud(TTTTT),0.500,1.500,l/ha,,,Avamaa,"Taimekaitsevahendit on lubatud kasutada ühe kasvuperioodi jooksul maksimaalselt 3 l/ha (2,1 kg metamitrooni/ha)",,1,,1-4,7-10
206,Suhkrupeet,Lühiealised umbrohud(TTTTT),0.500,1.500,l/ha,,,Avamaa,"Taimekaitsevahendit on lubatud kasutada ühe kasvuperioodi jooksul maksimaalselt 3 l/ha (2,1 kg metamitrooni/ha)",,1,,1-4,7-10
206,Söögipeet,Lühiealised umbrohud(TTTTT),0.750,1.500,l/ha,,,Avamaa,"Taimekaitsevahendit on lubatud kasutada ühe kasvuperioodi jooksul maksimaalselt 3 l/ha (2,1 kg metamitrooni/ha)",,1,,1-4,7
00855,Kaer,Juurehaigused - Fusarium(1FUSAG);Kaera-triiptõvik(PYRNAV),2.000,,l/t,,,Avamaa,,,,,1,
00855,Talioder,Juurehaigused - Fusarium(1FUSAG);Odra-lendnõgi(USTINH);Odra-triiptõbi(PYRNGR);Kõrreliste võrklaiksus(PYRNTE);Lumiseen(MONGNI),2.000,,l/t,,,Avamaa,,,,,1,
00855,Suvitritikale,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
00855,Talinisu,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
00855,Talirukis,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC),2.000,,l/t,,,Avamaa,,,,,1,
00855,Hernes,Juurehaigused - Fusarium(1FUSAG);Herne-laikpõletik(MYCOPI),2.000,,l/t,,,Avamaa,,,,,1,
00855,Suvinisu,Nisu-helelaiksus(LEPTNO);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00855,Suvioder,Lumiseen(MONGNI);Kõrreliste võrklaiksus(PYRNTE);Odra-triiptõbi(PYRNGR);Odra-lendnõgi(USTINH);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00855,Talitritikale,Nisu-helelaiksus(LEPTNO);Rukki-kõrrenõgi(UROCOC);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00855,Kartul,Kartuli mustkärn(RHIZSO);Kartuli hõbekärn(HELMSO),,0.200,l/t,,,Avamaa,,,,,1,
00855,Põlduba,Juurehaigused - Fusarium(1FUSAG);Põldoa laikpõletik(ASCOFA),2.000,,l/t,,,Avamaa,,,,,1,
109,Kaer,Juurehaigused - Fusarium(1FUSAG);Kaera-triiptõvik(PYRNAV),2.000,,l/t,,,Avamaa,,,,,1,
109,Talioder,Juurehaigused - Fusarium(1FUSAG);Odra-lendnõgi(USTINH);Odra-triiptõbi(PYRNGR);Kõrreliste võrklaiksus(PYRNTE);Lumiseen(MONGNI),2.000,,l/t,,,Avamaa,,,,,1,
109,Suvitritikale,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
109,Talinisu,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
109,Talirukis,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC),2.000,,l/t,,,Avamaa,,,,,1,
109,Hernes,Juurehaigused - Fusarium(1FUSAG);Herne-laikpõletik(MYCOPI),2.000,,l/t,,,Avamaa,,,,,1,
109,Suvinisu,Nisu-helelaiksus(LEPTNO);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
109,Suvioder,Lumiseen(MONGNI);Kõrreliste võrklaiksus(PYRNTE);Odra-triiptõbi(PYRNGR);Odra-lendnõgi(USTINH);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
109,Talitritikale,Nisu-helelaiksus(LEPTNO);Rukki-kõrrenõgi(UROCOC);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
109,Kartul,Kartuli mustkärn(RHIZSO);Kartuli hõbekärn(HELMSO),,0.200,l/t,,,Avamaa,,,,,1,
109,Põlduba,Juurehaigused - Fusarium(1FUSAG);Põldoa laikpõletik(ASCOFA),2.000,,l/t,,,Avamaa,,,,,1,
672,Talirukis,Rukki-kõrrenõgi(UROCOC);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),,2.000,l/tonn seemet,,,Avamaa,,,,,1,
672,Suvinisu,Lumiseen(MONGNI);Tõusmepõletik(1PHYTG);Nisu-lendnõgi(USTINT);Nisu-kõvanõgi(TILLCA);Kõrreliste helelaiksus viljapeadel(LEPTNO);Juurehaigused - Fusarium(1FUSAG),1.500,2.000,l/tonn seemet,,,Avamaa,,,,,1,
672,Talinisu,Juurehaigused - Fusarium(1FUSAG);Kõrreliste helelaiksus viljapeadel(LEPTNO);Nisu-kõvanõgi(TILLCA);Nisu-lendnõgi(USTINT);Tõusmepõletik(1PHYTG);Lumiseen(MONGNI),1.500,2.000,l/tonn seemet,,,Avamaa,,,,,1,
672,Talitritikale,Lumiseen(MONGNI);Kõrreliste helelaiksus viljapeadel(LEPTNO);Juurehaigused - Fusarium(1FUSAG),1.500,2.000,l/tonn seemet,,,Avamaa,,,,,1,
672,Suvitritikale,Lumiseen(MONGNI);Kõrreliste helelaiksus viljapeadel(LEPTNO);Juurehaigused - Fusarium(1FUSAG),1.500,2.000,l/tonn seemet,,,Avamaa,,,,,1,
277,Puukool,Hahkhallitused(BOTRSP);Kottseened(1ASCOP),,1.000,kg/ha,,,Avamaa,,,,,3,10
277,Dekoratiivtaimed ,Puuviljamädanik(MONIFG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,3,10-14
277,Dekoratiivtaimed ,Puuviljamädanik(MONIFG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Kasvuhoone,,,,,3,10-14
277,Maasikas,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,10
277,Marjapõõsad,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
277,Kirsipuud,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
277,Kurk,Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
277,Liblikõielised kultuurid,Laikpõletikud(1MYCOF);Liblikõieliste jahukaste(ERYSPI );Valgemädanik(1SCLEG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,2,10-14
277,Pirnid,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,6
277,Ploomipuud,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
277,Suvikõrvits,Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
277,Õunad,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,6
277,Vaarikas,Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,
277,Tomat,Valgemädanik(1SCLEG);Hahkhallitus(BOTRCI),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
277,Maasikas,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Kasvuhoone,,,,1,3,10
277,Golfimurud,Fusarioosid(1FUSAG);Tüfuloos(TYPHIN);Lumiseen(MONGNI);Antraknoos(COLLGR),,1.000,kg/ha,,,Avamaa,,,,,3,10-14
00783,Suvioder,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Suvikaer,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Suvirukis,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Talioder,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Talikaer,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Talirukis,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Talitritikale,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Talinisu,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00783,Suvinisu,Kaheidulehelised umbrohud(TTTDD),,1.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või mittepritsitavast puhvervööndist 5 m kombineeritult 50% triivi vähendavate otsikutega.,,,,1,
00776,Kartul,Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,4.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Talirukis,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,3.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Köömen,Lühiealised  kõrrelised umbrohud(GGGAN);Lühiealised  kaheidulehelised umbrohud(BBBAN),,4.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Talinisu,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,3.000,l/ha,,,Avamaa,,,,,1,
00776,Hernes,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,4.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Põlduba,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,4.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Talioder,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,3.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00776,Tritikale,Lühiealised  kaheidulehelised umbrohud(BBBAN);Lühiealised  kõrrelised umbrohud(GGGAN),,3.000,l/ha,,,Avamaa,Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest,,,,1,
00836,Kaer,Juurehaigused - Fusarium(1FUSAG);Kaera-triiptõvik(PYRNAV),2.000,,l/t,,,Avamaa,,,,,1,
00836,Talioder,Juurehaigused - Fusarium(1FUSAG);Odra-lendnõgi(USTINH);Odra-triiptõbi(PYRNGR);Kõrreliste võrklaiksus(PYRNTE);Lumiseen(MONGNI),2.000,,l/t,,,Avamaa,,,,,1,
00836,Suvitritikale,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
00836,Talinisu,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Nisu-helelaiksus(LEPTNO),2.000,,l/t,,,Avamaa,,,,,1,
00836,Talirukis,Juurehaigused - Fusarium(1FUSAG);Lumiseen(MONGNI);Nisu-kõvanõgi(TILLCA);Rukki-kõrrenõgi(UROCOC),2.000,,l/t,,,Avamaa,,,,,1,
00836,Hernes,Juurehaigused - Fusarium(1FUSAG);Herne-laikpõletik(MYCOPI),2.000,,l/t,,,Avamaa,,,,,1,
00836,Suvinisu,Nisu-helelaiksus(LEPTNO);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00836,Suvioder,Lumiseen(MONGNI);Kõrreliste võrklaiksus(PYRNTE);Odra-triiptõbi(PYRNGR);Odra-lendnõgi(USTINH);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00836,Talitritikale,Nisu-helelaiksus(LEPTNO);Rukki-kõrrenõgi(UROCOC);Nisu-kõvanõgi(TILLCA);Lumiseen(MONGNI);Juurehaigused - Fusarium(1FUSAG),2.000,,l/t,,,Avamaa,,,,,1,
00836,Kartul,Kartuli mustkärn(RHIZSO);Kartuli hõbekärn(HELMSO),,0.200,l/t,,,Avamaa,,,,,1,
